7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 7 4 1 116 33 4 8 1 49 22 1 6 1 426 47 1 52 23 1 72 107 1 16 1 83 11 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 7 4 1 65 36 1 12 1 43 48 1 4 8 1 1105 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 | 2 7 39 53 263 1 17 114 27 133 4 51 3 
7 4 1 6 | 2 15 3 
7 4 1 7 4 1 6 1 6 1 6 | 2 134 66 11 5 233 
7 4 1 6 | 2 312 3 
7 4 1 7 4 1 6 1 6 1 6 | 2 13 1 159 1 239 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 34 1 13 1 37 1 6 1 172 1 148 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 7 24 1 145 1 17 9 45 39 19 11 1 17 1 5 23 25 3 
7 4 1 6 1 6 | 2 731 165 3 
7 4 1 6 | 2 16 69 46 15 3 
7 4 1 6 1 6 | 2 91 99 3 
7 4 | 2 98 17 3 
7 4 1 7 4 1 6 1 6 1 6 | 2 18 62 11 1 15171 26 18 3 
7 4 1 6 1 6 | 2 83 11 126 3 
7 4 1 6 1 6 | 2 139 5 9 1 64 3 
7 4 1 7 4 1 6 1 6 1 6 | 2 33 6 8 1 34 1 64 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 26 18 1 21 4 8 1 13 6 1 246 11 1 4 21 13 1 37 1 6 1 221 5 283 3 
7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 7 14 1 18 22 1 6 1 5 103 48 97 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 33 6 1 4 8 1 12 1 111 31 33 4 1 5 49 4 51 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 | 2 7 14 1 18 22 1 16 1 57 22 1 6 1 21 1183 4 51 3 
7 4 1 6 | 2 54 5 9 3 
7 4 1 6 1 6 | 2 91 82 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 32 15 1 109 28 1 123 5 1 34 1 7 4 1 37 1 16 1 49 22 1 6 1 29 4 3 
7 4 1 7 4 1 6 1 6 | 2 117 497 38 68 4 39 5 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 | 2 26 18 1 211 27 1 12 1 19 49 48 8 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 | 2 19 8 1 208 9 1 34 1 81 46 15 8 3 
7 4 1 7 4 1 6 1 6 1 6 | 2 7 4 1 95 189 1 132 173 
7 4 1 6 1 6 | 2 43 44 1 29 6 3 
7 4 1 6 1 6 | 2 54 1 98 25 3 
7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 6 19 144 156 1 19 5 64 62 25 3 
7 4 1 6 1 6 | 2 16 6 1 246 78 262 3 
7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 7 48 1 14 1 63 28 65 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 12 1 39 165 25 1 7 1 352 11 1 7 67 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 32 15 1 19 77 1 18 22 1 12 1 212 52 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 | 2 7 4 1 45 9 1 61 6 1 13 1 26 18 1 5 152 1 41 3 
7 4 1 6 | 2 47 56 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 34 1 13 1 7 54 1 19 5 193 62 25 1 81 64 1 47 65 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 43 1 96 5 1 162 4 1 13 1 47 1 21 14 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 32 15 1 74 56 1 7 1 13 1 65 105 1 6 31 1 17 1 341 8 1 41 1 76 4 93 9 3 
7 4 1 6 1 6 | 2 76 17 108 8 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 19 1 17 118 4 8 1 41 1 34 1 79 5 9 358 8 1 7 1 116 1 89 3 
7 4 | 2 35 3 
7 4 1 6 | 2 64 53 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 7 48 1 212 31 1 81 16 1 12 1 139 5 9 1 55 152 3 
7 4 1 6 1 6 | 2 12 1 78 141 3 
7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 | 2 52 309 1 111 39 53 103 4 51 3 
7 4 1 6 | 2 74 28 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 508 5 1 12 1 5 53 11 1 1268 1 4 8 1 111 39 1 348 8 1 61 6 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 96 25 1 2139 1 51 7 4 1 129 5 1 7 4 1 361 1 75 1 13 1 43 21 217 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 | 2 14 25 1 4 164 1 83 38 1 437 1 14 1 159 5 3 
7 4 | 2 58 11 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 | 2 7 14 1 18 22 1 16 1 57 22 1 73 1 6 23 17 93 9 1 147 1 326 38 1 234 24 5 1 112 1 169 1 6 81 285 1 81 93 29 4 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 7 24 1 6 1 54 241 1 41 1 226 1 47 8 3 
7 4 1 6 1 6 | 2 479 439 31 5 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 | 2 19 5 1 4 8 1 6 1 221 289 1 23 1 13 3 
7 4 1 6 | 2 224 39 3 
7 4 1 7 4 1 6 1 6 1 6 | 2 27 19 276 1 26 18 3 
7 4 1 6 | 2 31 21 66 3 
7 4 | 2 197 183 15 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 32 4 1 27 8 1 234 17 1 32 15 1 7 1 13 1 123 97 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 | 2 6 68 67 1 58 1 111 11 1 41 1 14 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 61 1 87 1 96 1 33 4 1 6 1 48 1 6 72 15 3 
7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 26 18 1 22 5 102 8 1 27 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 14 25 1 6 36 46 5 1 12 1 5 9 19 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 23 1 19 5 108 9 1 6175 8 3 
7 4 1 6 1 6 1 6 | 2 83 4 52 1 137 3 
7 4 1 7 4 1 6 1 6 1 6 | 2 194 11 1 19 155 5 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 95 101 4 1 37 1 69 6 1 55 192 8 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 | 2 34 1 13 1 246 68 4 11 1 136 5 1 17 113 6 99 5 3 
7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 45 1 7 4 1 82 1 6 1 1137 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 | 2 61 1 1518 4 1 16 1 424 113 115 11 166 135 1 27 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 49 22 1 58 1 66 11 55 24 8 1 6 1 29 4 3 
7 4 1 7 4 1 6 1 6 1 6 | 2 145 1 16 1 177 9 3 
7 4 1 6 1 6 | 2 96 1 33 4 3 
7 4 1 6 1 6 1 6 | 2 201 39 1 211 336 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 6 1 291 41 1 88 53 1 26 18 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 | 2 12102 1 23 1 49 4 105 1 103 6 1 41 1 386 272 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 | 2 174 1 27 1 4 21 13 1 28 11 1 63 28 65 1 7 48 1 31 97 1 14 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 225 1 35 1 29 4 1 4 8 1 14 1 9 29 4 3 
7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 17 1 54 31 1 27 28 25 3 
7 4 1 6 1 6 | 2 126 1 85 14 3 
7 4 1 6 1 6 1 6 | 2 142 11 5 11 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 104 1 27 1 68 4 1 13 1 6 1 11 97 36 3 
7 4 1 6 1 6 | 2 111 209 13 
7 4 1 6 1 6 | 2 5 103 296 3 
7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 | 2 12 1 98 1208 1 249 1 58 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 | 2 32 15 1 57 4 1 7 4 1 88 139 9 1 13 6 1 84 3 
7 4 1 7 4 1 7 4 1 7 4 1 7 4 1 6 1 6 1 6 | 2 7 4 1 58 1 6 1 31 461 436 3 
7 4 1 6 | 2 73 12 5 266 11 3 
7 4 | 2 1697 3 
7 4 1 7 4 1 6 1 6 1 6 | 2 14 25 1 158 29 4 3 
